reviewerID,asin,reviewerName,helpful,reviewText,Rating,summary,reviewTime,review_length
A2ZJ82L3LUDQI1,B005GSRJIW,Walt,"[0, 0]",thing broke within 2 months operation truck brand new fuses issue juts simply stopped working disappointing got usb carcharger hub instead brought samsung cables,1,Not worth your time...,"11 29, 2013",24.0
AF8QRIV1ZZXDE,B0080CXR6O,J. L. Feldman,"[0, 0]",ordered used model came took original battery case compared one purchased amazon looks may factory second something marks plastic snaps hold place arent exactly significantly difficult snap back came phone white slightly see see outline microsd sim battery several letters samsung slightly position issues first pass outside case clean looks like able keep phone safe pretty good deal compared paying retail even letters position guess,3,Good Enough I Guess,"07 22, 2012",65.0
A4AESNGQXZJ3E,B006RC3L4M,Lisett Sandidge,"[0, 1]",xcited recieve extra battery life phone since im always could use extra battery im home well got followed instructions charged use never completed full charge thought maybe done wasnt didnt even phone 10 minutes completely turned dont buy,1,Waste if Time and $.,"06 18, 2013",38.0
ANDQXU2NQ5S8T,B008EL58YA,pork savant,"[1, 2]",looking good bluetooth solution try fix issue new iphone 5 lightning connector making years worth accumulated apple products obsolete way thanks bunch applethe coolstream great gives freedom listen music dock controlling phone hand new separately sold similarly overpriced apple cablesadapters dont expense able charge batteryunfortunately price sits 39 high coolstream relatively wellmanufactured comes plastic item made china shelf parts costs bucks unit manufacture yet exeter science entertainment selling pricy 39 bluetooth isnt new tech cheaper bluetooth solutions surprisingly coolstream seems solution could find 30 pin apple connector right nowi bought coolstream test waters genuine need id buy even priced reasonably think wait months youll probably find price go soon someone else manufactures bluetooth dongle 30 pin connector,3,"Great product, but currently overpriced","12 27, 2012",117.0
A3DF5RUMO07CRB,B00567Y7A6,PedroC88,"[0, 0]",although battery works great normal s2 battery 1650mah ive got 2 different applications saying thing even applications reading wrong doesnt last much longer factory one still use charges fits doesnt last longerupdatethe battery last longer original mistake part also customer service received suberb reason dont give full 5 stars battery doesnt last long id like product quite good last longer oem battery,4,"Good Battery, Longer Lasting than OEM.","01 30, 2014",62.0
A1SQ9IQUF75EE8,B008PXMWIW,Amazon Customer,"[0, 0]",headphones didnt look bad sound bad however rectangular control box buttons volume mute literally fell apart soon twist tie removed package little disheartening gift wife considering quality replacement would likely super glued case together operate fine take advice pass unless really cant spend dollars,1,Knock off,"05 13, 2013",44.0
A2GVZTJ92D1UUP,B005ZSVZRY,phillipprc,"[0, 0]",charged completely discharged 3x tried solar white ice cooler melted solar panel,3,Half charge with solar,"10 26, 2013",12.0
A2UNZO2SQX8CJ0,B009QO1GXG,Steph,"[0, 0]",took get delivered finally received pastel pink hardly pink also didnt even remove packaging appears looks like mouse droppings stuck smudged rubber back casedisgusting getting thrown garbage even worth 3 spent cmon people least make sure products clean ship,2,"Not the correct color, mysterious substance on case..","07 21, 2013",39.0
A366EEYIQBU9I5,B00BJS9EFY,Matthew Tkach,"[0, 0]",high hopes screen protector really thin puddlelooking artifacts dont go away weekend ill taking trying something elseinstallation really easy hard mess dont know put much solution screen waiting required 24 hours elongated puddle shapes lots really tiny really shallow dimples cant feel cant see clearly without shining light screen effect screen quality especially whites 40 hours since applied protector ill wait end weekend make final decision everything suddenly clears ill come back change review im really expecting happenalso product doesnt claim oleophobic case wonderingit isnt,2,Largely disappointed,"09 20, 2013",85.0
AGR6AHWO0VNUV,B009L93IMI,CBB,"[5, 9]",144bytes space tag cant even set tag turn bluetooth galaxy s3 would take 163bytes space search nfc 1k want able multiple things one tap biggest waste 10 ive ever made amazon,1,Not enough room for 1 command on Galaxy S3,"03 26, 2013",31.0
A1ZZR25X0CNOJX,B00COAGXV4,"slim ""57psalm""","[1, 2]",definitely way local tv probably going near future right coverage areaif arent coverage area wont workthis device simple use extend antenna though flimsy plug iphone ipad newest ones though since firewire compatible much bigger 9v batterythen download dyle tv app see stations pick upi able pick one tv station nbcwe use digital antenna regular tv viewing cable satellite dish uverse anymore pick 10 different channels using digital rabbit ears thought device would pick least picked one despite coverage areathe signal rather poor find true digital receivers anymore signal lossy cutting every seconds used signals better lately seem cut back significantly power get pay guess worse rain snowthe antenna seems installed backwards larger heavier thicker end antenna extends thinner flimsier part attaching little black box,2,It's a step in the right direction...but-,"08 23, 2013",124.0
A14MW28DRHX8ZB,B005PTZT6Q,HuntersPad,"[0, 0]",bought backup phone sluggish would consider basic android phone dont see hype phone,3,Sluggish,"01 2, 2013",13.0
A2OEIJI44N3V3U,B001CL2CKW,Nicckhale Sundaj,"[0, 0]",nice case however protection front iphone need something nice put iphone case color matching clothing,4,iFrogz Luxe case for the iphone,"10 9, 2013",15.0
AEWTXTLXOGG65,B00FEQU1NG,R. Thelen,"[1, 1]",many options verizons version lg g2 currently opted one exciting works well doesnt affect screen protector cut outs spot problems fit notifications viewable lip around front edge appears enough protect phone whenif lay screen downi would recommend case others good job dztronic would like see stylescolors choose future,4,"Nice Case, Though a Little Boring","10 26, 2013",48.0
A1HBI9BBQIG1NH,B00ANALDWQ,Ward J. Lamb,"[0, 0]",slim sleek casethat certainly add significant weight phoneit allows construction unobstructed hearingthe head phone port limits connecting certain head phonesit matter front screen protectionit never ceases amaze pay terms size constructionit fits phone snuglythe color lack excite though material protect dings corners function5 creativityguess 6 7,3,"ok, nothing earth shattering for the price","05 6, 2013",46.0
A3ONE2VJCDI5GZ,B00ITI22OC,William Lau,"[0, 1]",sview full function case market list highlights1 high quality leather high optics quality seethrough window2 need remove original battery cover case chipdevice embedded replace battery cover3 full software support sview 34touchthrough34 functions unlike many cheap imitators dont chipdevice case4 phone uses 34hall sensor34 detect cover open closed small dot looking thing embedded front cover supposed good thing temperamental caught screen turn multiple times barely move case case opening cover5 minimal protection pumper going around phone easy light drop damage metal material around phonei paid 50 case local target expected perfection expensive case near perfect returning mine replacing cheaper alternative amazon,3,High quality material but functional issues,"04 27, 2014",100.0
ARIF98G16273Q,B003WM6SOU,Hornet,"[1, 1]",arrived described time items could packed better ordered two one fine scratched marred work normally,4,As offered,"05 28, 2011",15.0
A1XAFWBX6K9RX1,B00GOKA8K2,April,"[19, 19]",thought case would look exactly like picture thought wrong print image case looks really crappy even glitter appears picture displayedthats probably worst part embarrassed use case therefore dont use dont waste money,1,Worst product I have purchased on Amazon,"02 18, 2014",32.0
A14MDY6IC6ASGV,B008CBWA66,Amazon Customer,"[0, 0]",end cases description says free screen protector isnt one found one reasons chose onethe strap opening isnt wide problem since got child anyone bigger petite hands note thatpretty smooth looks fine sturdy overall pleased,3,No screen protector that was mentioned,"12 31, 2013",34.0
A34UVV757IKPVB,B008D57412,justsomeguy,"[0, 0]",generally works well ive issues sticking dashboardthis thing claims able adhere dashboard surfaces tacky suctioncuplike base use stick need cleaned spot wanted stick seemed work time dashboard slightly textured dashboards ive seen came time take iphone pad wrestle super sticky works excellent process trying get phone thing popped dashboard part holds phone sticky part sticks dash isnt sticky enough works well held phone place driving home really convenient watch gps maps driving adhesiveness could better dashboard time tell last,3,Works sort of.  Could affix to dashboard more strongly.,"11 26, 2013",79.0
A2GQ5UXCMKRWJ7,B008DN0S7G,kpalermo,"[0, 0]",pretty good case love magnet case hold two flaps together pretty big however sides coming apart thread showing cut wasnt eye sore perfect,4,Good,"10 8, 2012",23.0
ACSBW2P0IQ7EU,B009C9CG3E,Jonathan,"[5, 9]",sell retail store work sell priced help us reach quota worst screen protectors ever used great put easier unfortunately last long stickiness start get dull take away resolution phone dont fit cases say washable wont stick well washed get invisible shield regular screen protector friend local store sells phones put guarantee enjoy electronic device much,1,Worst!,"02 8, 2013",55.0
A3H2BWZ5ZMVIHP,B0077IQA16,JSantos,"[0, 1]",bought case wifes motorola phone fit looked great looked like would provide great protection,2,Trident case for Motorola,"06 19, 2013",14.0
A2S9X70MNI9K1M,B002SCLE5I,"Timothy Wiggins ""mistabrownskin""","[0, 0]",purchased others church noticeable antenna improvement wouldnt advise anyone look solution signal improvement,2,Antenna Booster... Can't Notice Any Significant Change,"09 9, 2013",13.0
A1YMB134U0SU0A,B0089E5R0W,"M. Whitmore ""lovetoreadforfun""","[0, 0]",theres really need write detailed review stylus pretty straight forward love use highlight text im reading play games like draw something love cord fits right earbud plug kindle fire complaint wsh cusion part less round pointy like pen pencil complaints like stylus use lot im using kindle fire,4,Love it,"09 27, 2012",48.0
A197T2N6RU7K56,B009RXU59C,Suz,"[0, 0]",bought first place last year bought cheapo noname wall charger turned capable charging devices ive since learned read specs things better recently purchased wall charger im pleased nice design finish good feels substantial hand cheapo flimsy one boughtas function handled everything ive tried charge including anker external power pack wall prongs flip closed little stiff move thats really plus doesnt try collapse plug wall,5,"Good quality, plenty of power to charge devices","04 6, 2013",64.0
A2ELB4WI33NTL6,B00AG0D4BQ,kneeldug,"[3, 4]",pros fit button use great though mic somewhat coveredcons hard hold well back incredibly slippery makes holding nexus 4 one hand difficulti tried nexus 4 case case two different tpu casessline one slightly softerthis far slippery way seen shod phonethe tpu cases look worse worse button fit case easy safe holdsmall con case opaque thought would given pictures amazon look isnt really issue next dry matte slipperinessoverall hardtohold factor extreme never put phone case fear dropping,2,"Decent case, but it's VERY slippery. It's a drop waiting to happen.","01 4, 2013",76.0
A2UW7VITTAPCUO,B0093CDLM0,Josh,"[0, 0]",difficult get iphone case like similar cases one collects dust screen edges thats big negative,3,Pretty Good,"02 9, 2013",15.0
A1EH2S92FHWZRP,B005SN1FOY,Just a guy,"[0, 0]",purchased returned zagg invisishied armorsuit protects front back sides nice clear film protects scratches nicks protect device like case would dropped pieces perfectly sized unlike zagg small installation easy take time remove dustanother reviewer suggested using amazon photo line side pieces heshe spot way figure sides arranged include diagram packagethe front visually clear blends right screen small bubbles cleared day two zagg orange peel effect notthe negative pieces cover angled edges parts likely scratch ip5 although doubt would possible cover edges part would thin adherehighly recommendedit 1172013 lowered 5 2 stars stuff worked well first eventually started peal fall months tried lifetime replacements guarantee worthless send used skin cost suggest something tracking pay fee replacement million reasons wont honor guarantee skin fails manufacturing defect unclear replace charge replacement didnt stick well enough zagg much better process guys make sure isnt worth effort going process,2,Great stuff!,"10 16, 2012",144.0
A1F9Z42CFF9IAY,B0093VGQY6,T. Tom,"[5, 6]",case bad price fit slightly loose around screenits good interim case willing spend get much better case another brand,2,Not bad for the price but fit is a little loose.,"10 8, 2012",19.0
A3G8GD1KTLFBLP,B00ERDE7UA,Chris H.,"[8, 10]",like way clear case shows moto x case makes volume buttons power button extremely hard press bought case 80 year old mother virtually impossible use buttons,2,"Love how the clear case shows off the phone, but power and volume buttons are hard to press","11 25, 2013",26.0
A2OC33YNDARC76,B009RFC4IU,Cybrex,"[0, 0]",price cant complain one bit well built pouch phone note 2 flip cover back problems pouch,4,Not much to say,"01 29, 2013",16.0
A1V5ZOSTGFQEHN,B00F7TWBT2,"R. Kloc ""w4rmk""","[0, 0]",like 34soft touch34 cases one fine similar incipio feather cost lot less offer decent scratch protection back phone,3,Bought Gray version for Nokia Icon Windows Phone,"03 10, 2014",18.0
AM2PAP6COUV5J,B0049Y2PIS,Sreenadh,"[2, 2]",love headphones fact ive bought 7 pairs great headphones awesome sound use samsung galaxy s2 previous used samsung galaxy s1 really good bass nice sound qualityunfortunately headphones arent built last reason stop working probably sweat gym shoved pocket couldnt resist cheap price amazon 56 every time broke kept buying new ones definitely headphones would recommend heads people use gym might last long 5 cant go wrong built micwhich works great calls youre working outsound quality 9bass9reliability 45mic quality 10design 9 old design new design headphones samsungwould recommend yestry cheap take care might good pair headphones keep long time definitely worth,3,Great! Nice Sound Quality and Bass,"06 11, 2012",100.0
A2Y443TX9UXI36,B00B5Q82SA,daniel Sullivan,"[0, 0]",disappointed product thing good quality package came fingerprints hard remove broke week bunch small sharp pieces dont waste money,1,Very disappointed,"07 17, 2014",19.0
AEOEG1PJLHJ73,B00ABBZNPA,Suresh Rathnam Busi,"[0, 0]",bad sticks well screen issues viewing content screen expect less 2,3,6 pack screen protectors for under $2,"01 4, 2014",11.0
A4ZMASSKLT4AR,B00B95REMW,Darth Sensate,"[1, 1]",works fine a2dp audio receiver sink 2010 nissan sentra allow track control id3 music tags ipod dock ilive memorex testedthis unit easy use sound quality good a2dp bluetooth audio device usedunfortunately avrcp profile really supported track control possible speaker docks remote controls support id3 music tagsmy primary goal unit since said supported avrcp profile car ipod 30pin dock could use android phone nissan head unit would even enable ipod input 34ipod present34 34no ipod present34i also wanted able use nissan head unit read id3 tags maybe even select playlists doable txrx data liens 30pin dock adapter along avrcp additional bluetooth profiles included function adapter appears support power analog audio pins 30pin docksvendor helpful accepted refunded return vendoreyecandis,3,"A2DP works, AVRCP not supported, works on iLive dock (no remote support), not recognized at all in 2010 Nissan Sentra","03 7, 2014",117.0
A2D1LPEUCTNT8X,B00B10ORM0,Ali Julia,"[0, 0]",stylus 47 long 175 diameter grip pointi attaching collage three photos located following customer photos link main photo referencing reviewi like1 comes nice looking box stylus shown opened box photo1 presentation looks nice inexpensive impressive looking gift2 sensitivity performance good frequently use stylus typing editing text gives best precision positioning insertion point charactersi like1 stylus quite heavy weight 14 oz digital scale comparison weight frieq stylus frieq new conductive fiberrubber hybrid stylus black 04 oz two issues heftier weight 1 weight made less comfortable hold used long time 2 stylus dropped glass surface potential damaging it2 clip secure carrying around given stylus rather heavy would better could secure it3 stylus name implies wide grip female small hands find comfortable hold note husband found comfortable photo 3 shows grip use stylusoverall stylus best suited people large hands expensive look presented box makes nice small gifti provided free sample evaluation unbiased reviewali julia review,3,"Nice looking, but has some usability issues","02 2, 2013",152.0
ADLVFFE4VBT8,B0092HOHK6,"A. Dent ""Aragorn""","[2, 2]",received one review unit table deals involving positive review exchangethe ixccs distinguishing characteristic comes two 5v2a ports unlike dual port usb chargers try things people provide appleoptimized one nonapple port one 1a one 2a charging ports therefore making single port chargers time actually use ports charge two different devices one time good thingfor money get charger body comes status light foldable prongs plug standard ac outlets supply usb cables 2a output make better suited larger devices tablets found charged phones well even charged hp chromebook 11 happiest gets 3a accepts anything 1a 3ai cant think negatives understood usb cables box see one size fits dual 2a charging ports positive,5,No negatives,"01 12, 2014",109.0
A1O1VZ80EWA0GZ,B00DD6LCQY,Moon,"[0, 0]",worked better week may get additional hour life price wasnt bad expected better resultsi would say worth money,2,Not much different from the original battery,"05 5, 2014",18.0
AN5XKNU55EKO5,B003U9U9ZO,Nora J.Goodson,"[0, 0]",ok quick fix protection fit snug tend roll edges would suggest buy better quality,2,ok,"12 30, 2013",14.0
A3H27HF51DUPCV,B004G567FC,Sean Jay,"[0, 0]",use primary charger htc evo 4g best feature charger charge phone spare battery time find extremely useful htc evo 4g monster come battery consumption highly recommend,5,VERY USEFUL,"06 20, 2013",26.0
AW5RWL9WJHH6N,B009MW4XBY,Kate Duran,"[0, 1]",meant order iphone 4s got iphone 5 either way still cute,3,Okay,"10 3, 2013",11.0
A1LONCLG6ASR9D,B009XVQY9I,bella3767,"[0, 0]",case great affordable durable seems really protect phone easy put take,4,I really like this case,"04 4, 2013",11.0
A25RYPHS7AGQ7T,B007MHZ2HK,matt,"[0, 0]",thing looks like original phone water damage dock connector phone would play alerts speaker bought took 10 minutes replace wicked easy well good sort thingthis thing everything original except connect dock speaker like ihome want get one apple thing great dont use dock connector speakers sync charge play music speaker im happy,5,pretty good for the price!,"07 1, 2013",52.0
A2ZBKODKUL037P,B008APH5D2,MzMarley319,"[0, 0]",ordered phone cover neighbor came week ago already kickstand broken fortunately inexpensive bright side cover seems provide good layer protection well,3,Kickstand Breaks off Easily,"04 5, 2013",21.0
A2W8E2X9358OC4,B004G1L52Q,Forrest,"[0, 0]",works absolutely perfectly prius 2012it block lcd screen puts phone exact spot want gps purposesif prius 2012 happy product,5,Mountek nGroove Universal CD Slot Mount for Cell Phones and GPS Devices,"12 24, 2013",19.0
A22889F17AJKT6,B00AN078MA,A Consumer,"[2, 2]",far chargers go works well cable great job order came estimated deliver date,5,Phone charger,"03 12, 2013",13.0
AE410QHI8YYY2,B009M5L6KC,LK,"[0, 0]",one received light blue inferiorpoor quality printing ones description ones already owni already two flip cover cases purchased directly samsung store tell one sold amazon inferior printing front case one blurry printing sharpi attach photos comparisonmaybe fake white paint used inferior qualityit acceptable something aware,3,acceptable but inferior quality,"03 14, 2014",45.0
A15YLUXMENNKJG,B007ZFKF9Y,los panda,"[1, 1]",seller keybargainsitem black silicone jelly skin case cover virgin mobile htc one vthis case described pictured cutout access led case silicone jelly top tpu 2 tone ugly go theigadgitz black glossy durable crystal gel skin tpu case cover htc one v primo t720e android smartphone mobile phone screen protectorbut beware allow access led either better looking better quality ordered im sending one back dont waste timei posted customer image,1,Not as Described,"09 17, 2012",69.0
A2YKWYC3WQJX5J,B006LVZCXM,"Shannon Lastowski ""Queen of Caffeine""","[0, 0]",im pretty impressed belkins line screen protectors one exception silky smooth feel really cuts glare application breeze want know anything else product feel free leave message ill help way,5,"Very smooth, no distortion","04 28, 2012",29.0
A2ZY49IDE6TY5I,B006VDPDHU,"Crabigail Cassidy ""Crabby Abby""","[0, 0]",im sure manufacturer thinking came product doesnt cut since defeats purposeit made securely hold iphone4s exercising presumably supposed able listen music check time use additional apps etc motionthe good news phone held securely jacks etc properly aligned bad news plastic covering goop made hard view screen top armband made slippery plastic material fastens velcro unlike products designed purpose made polypropylene moisture absorbent material stays put heat extreme late exercise sweat whether temperature moderate armband didnt stay put began inching arm slipping sliding traversed armat whatever price asking isnt good even moderately acceptable product particularly unfortunate belkin usually turns good products,2,Sort of Defeats the Purpose,"07 4, 2012",100.0
A2HXA9BHLBXEKO,B001IATYMQ,Sasha Kirkpatrick,"[0, 0]",also gets caught hair actually started interfere touch screen making call wanting use functions call would quickly pull case edges keep pressure digitizer pull away face screen doesnt activate light like want muteuse keypadetc quickly pull otterbox screen activate annoying switched different case,2,"Looks great, provides protection, annoying details","02 22, 2011",43.0
A25PWCZWZPVIDJ,B002OKLUGW,Matthew,"[0, 0]",protector fine definitely anti glare also usually find 3 pack somewhere price,2,Ok but not anti glare,"01 14, 2014",12.0
A73SQA9D012PQ,B003TW77KC,Zelda Krodman,"[0, 0]",charger worksthis 2nd one purchased amazon first one lasted 6 months died im hoping longer service one cbus,4,A good one,"01 28, 2013",18.0
A2PMAH83N32HBI,B005VNJH7I,Amazon Customer,"[0, 0]",small arms doesnt plastic fine kind cheap looking wouldnt recommend unless arms arent small nice price,2,doesn't fit,"12 5, 2012",16.0
ATQL709WJEKCT,B009B95K6A,Mariah DeMara,"[0, 0]",got present brother ordered one 5 looked cheap hated gave one happy didnt take weeks,5,Brother loves it..,"04 10, 2014",15.0
A18HJ8536I6PQI,B009P16FKY,"Mike ""mikel51""","[0, 0]",seem leave less perfect edges sim cutting found cut sims fit well either iphone ipad harder finness trays could used micro sims,4,does the job,"12 23, 2013",22.0
A2BILUPJR1QK94,B004FLJBDW,S. Horton,"[0, 0]",case says otterbox doesnt fit ipod well shell part good outside rubber lot slack doesnt fit good unusual otterbox waited long return,3,Otterbox for 4th gen iPod,"01 2, 2013",22.0
AFDACOQV6NWN6,B009G5C8QO,Manuel Mercedes,"[0, 0]",great product sleek dosent take away beauty phone bulky awesome love,5,Great,"11 18, 2012",11.0
A38U9IQRYNR0EI,B00CRWLF58,Kelsey Lynn Post,"[0, 0]",case doesnt fit snugly 4 corners phone time either fit top 2 bottom two corners never fit three corners time phone even case completely closed still pops end occasionally making feel completely unsafe using case like looks colors 34feels34 well built even tried stretch case bit get phone fit doesnt work eitheralso case wants stay 34closed34 even 34open34 case make use phone trying close hold case open one hand entire time might wear day im risking dropping phone break,1,Didn't fit the Galaxy S4 exactly.,"10 23, 2013",79.0
AKYCL3RK6E2NI,B005BE0BNQ,Patrick Griffiths,"[1, 1]",wouldnt recommend phone anybodythis phone breaks hearti love doesnt care allit stop working without warningthe truth touch screen stop respondingthis unique one phonei bought 5 palm pixi plus happen 5 themthe touch screen failsthats problem know ofwhy recommend phone someone know touch screen gonna stop workingthis phone waist time moneytaking concideration time spend customize,2,TOUCH SCREEN PROBLEM,"01 6, 2013",54.0
A1TGPPVATL3MKX,B00846V35I,MjBalls,"[0, 0]",really nice case concerned rubber longevity rightly case somewhat difficult put pull rubber sides phone sometimes pull battery turn worn rubber today ripped ive case since january case would great phone cant pull battery phone id look elsewhere,3,Nice case but....,"05 9, 2014",38.0
ALCYRFHFOY9CW,B005ZMZOAY,Caveat Emptor,"[0, 0]",case expect job snap need snap change battery simply reset phone challenge stopped using impractical,2,too hard to remove,"05 15, 2012",15.0
A1TWFBHNVPG99Z,B008CBWA66,Frequent Shopper,"[0, 0]",im returning cheap protect phone hold cards well stay together long,2,Cheap,"03 5, 2014",11.0
A5MPV5ESLBIXP,B00896EZB2,Javier Castro,"[0, 0]",screen protector stay phone dont recommend one would better get regular screen protector,1,Does not work,"04 19, 2013",13.0
A1GB22VJPTFA0A,B009LXY5KS,Nieka,"[0, 0]",whole reason bought iphone 5 white case dont exactly like outlets charger headphone exposed lost star everyone thinks phone wet lmfaoooo always end touching fascination love needs restrict outlet access,4,damn,"08 20, 2013",30.0
A27234H03Q7Q9X,B005SUHPO6,Amazon Addict,"[0, 0]",almost feels wrong put bulky clunky thing around beautiful sleek new iphone pretty much eliminates high res screen light feel phone protect thats purpose give 3 stars,3,"Not as sturdy as I had hoped, but serves its purpose","01 3, 2013",27.0
A2ERKJWKPRWZU5,B00A5UFMK8,KindleBonfire,"[1, 1]",okay product barely fits lg g2 w ultra slim case essentially unmount windshield time glad g2 rear keys sliding gs4 difficult around 15 find better design specific device instead top folding phone spring loaded youll wish three hands,3,Good.,"05 21, 2014",38.0
A3T4OHEAHOJ700,B00A29Z66C,B. Colonna,"[8, 8]",typically big speck fan pixelskin case ipod touch well pixelskin hd iphone 4s speck handshell ipad think one better cases ive ever owned bought candyshell grip sure getting great speck quality wow wrong case seemed decent enough fits phone nicely offers decent protection hard rubberized grips allow hold securely still slip easily pockets etc happy case 7 8 weekshowever never dropped phonecase even case even 3 months old ordered 121512 received days later past couple weeks little piece broke bottom along thin edge charging port phone noticed little cracks surface casei careful electronic items never dropped thing thrown onto tablei contacted speck today see respond case warranty seems regardless thing durableavoid piece junkupdated 3142013i contacted speck case warranty seems regardless thing durable pleasant enthralled customer experience approach explained concern case cared dropped yet failing 2 3 points case less 90 days old speck sorts excuses methe bridge thin part case bottom iphone port might break happen put phone pocket bottom downward recomment put top first response ok design defect point case surface prone breakage said oh confident durability cases blah blah blahi told hoping replacement even refund replacement downgrade less expensive model pixelskin always found durablethey told wiggle room send back case inspect deemed defective sned exact modelcolor replacement asking upgrade could understand reluctance sure good replacement probably lifespanalso accept returns via fedex told would get email fedex print return label email came seveal days contacted speck send email right away time find fedex location mail defective case hardly obscure fedex drop offs nowhere plentiful usps ups locationsi give send postage label nice themso customer service awful great either,1,Not A Speck Of Quality....,"03 24, 2013",269.0
A3I2DSAHZ5NCBV,B00BS3CYXY,Malcolm G,"[0, 1]",glass starters know want make clear changing glass alone delicate procedure experienced damage device trying install glass gave shot failed bought entire display comes glass,3,More than meets the eye.,"11 27, 2013",25.0
A1KN176Z0ACRPE,B0025UXN8E,Ricardo,"[0, 0]",34jabra wave corded 35mm headset34 wanted put pouch pouch smallif pouch 40 bigger would great product,3,It is too small!!,"08 24, 2013",16.0
A1DZYWUE8FGMGT,B0087GALZI,Rocket29,"[1, 1]",loved case weeks picked color blue jeans became stained girlfriends make case blue peachtan colored black different spots disappointing thought case alright except buttons difficult press,1,I would not buy! Picks up every color,"05 17, 2013",26.0
A1QPSHBOR2VXI1,B000S5Q9CA,"Loki965 ""Loki965""","[0, 0]",bought replace older charger thing barely provides one one charge phone plugged im using loses power im using barely adds one percent power per 15 minutes looks good thats,2,Not Great,"02 16, 2014",29.0
ANDBFTH0WTURV,B008ASX5DS,"lh ""-lh-""","[0, 0]",snaps fits well matches white phone perfectlythe downside think big downside gloss quite slippery slip hand slip pocket slip slanted surface etci ended getting blue elago breathable cover amazing bluewhite contrast awesome,3,"great fit, but slippery","03 1, 2013",32.0
A3DGETOD2IKN7Z,B00D2CRXKI,Insatiably,"[0, 0]",previous 2 versions headset gold silver tipped units read writeup one thought new high truth noticeable difference silver unit refunded silver unit low 1399 pay,2,It is Over Priced,"06 20, 2014",25.0
AOEDWQLH2WKKW,B00DGFVVWC,"E. J Tastad ""ejt""","[2, 3]",wonderful iphone 5 case works great 5s back hard plastic lego plate sides softer pliable plastic get phone easy enough hesitations price top button slightly hard press lack protection around front edge customize lego design thin pieces work great difficult remove onthe case slips phone easily leaves lot area open around connector least docks work,4,Lego Quality... and price,"08 23, 2013",55.0
A3EVVLH1U7S6XI,B004PYD8T2,Silverelo,"[0, 0]",broke 6 months thought otterbox supposed one best cases maybe non slide phones better,3,To expensive for how long it lasted,"11 11, 2013",14.0
A55OB6VA8QFCF,B00EO983DY,Amazon Customer,"[0, 0]",received screen protector couple days back applied yesterday applying screen protector appears one size small leaves 3 mm bottom left right side unprotected top like 4 mm gap event though box says galaxy note ii suspect sent galaxy s4 cover judging reviews item people received similar item like screen protector great also got one galaxy note 100 one fit perfectly makes using spen smooth experience much better film type screen protector would given one 5 stars gotten one actually covers note ii correctly,3,"A very nice screen protector, just one size to small","12 21, 2013",83.0
A2QGHBUHC5BKHX,B007FHX9OK,Mark Lecher,"[0, 0]",sturdy mount one could say really sucks sucks surface put much almost difficult move,4,This mount sucks-- sucks down to virtually anything!!,"06 13, 2014",14.0
A3IFXX20E8MH70,B00J3B1XPI,Ray Renfroe,"[1, 2]",yes charger made s5 cord short thats huge downer use phone lot drive thats best thing well everybody top doesnt charge phone fast like average,2,I wouldn't buy them again,"06 22, 2014",25.0
A9HPKHWFVWZN2,B0097BEG1C,Dave F,"[0, 1]",high hopes hurt ears wish could exchange older version earbuds apple,2,The old ones fit so much better!,"12 29, 2012",11.0
A191H5HQZYYZD1,B00BPDYVDS,derek duncan,"[0, 0]",directions come protector took one protector wasted order get right however got second one right perfect cant even tell protector,4,Great if you can get it on.,"09 16, 2013",20.0
